,Activity,SoraRank,elapsedTime,Current,Drink,Eat,Exercise,Grooming,Pee,Poop,Sleep,Teeth Clean,TimeDiff_Pee,TimeDiff_Exercise,TimeDiff_Poop,TimeDiff_Sleep,TimeDiff_Drink,TimeDiff_Eat,TimeDiff_Grooming,TimeDiff_Teeth Clean,hour,DOW_Friday,DOW_Monday,DOW_Saturday,DOW_Sunday,DOW_Thursday,DOW_Tuesday,DOW_Wednesday
306,Drink,4.5,0.22972222222222222,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.11861111111111,24.999444444444446,8.985555555555555,6.242222222222222,0.22972222222222222,8.371666666666666,0.0,0.0,16.433333333333334,0,0,1,0,0,0,0
307,Exercise,4.333333333333333,0.08527777777777777,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20388888888889,7.043055555555555,9.070833333333333,6.3275,0.315,8.456944444444444,0.0,0.0,16.516666666666666,0,0,1,0,0,0,0
308,Poop,4.25,0.39416666666666667,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.598055555555554,7.437222222222222,7.705555555555556,6.721666666666667,0.7091666666666666,8.851111111111111,0.0,0.0,16.9,0,0,1,0,0,0,0
309,Drink,4.2,0.09694444444444444,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,23.695,7.534166666666667,7.8025,6.818611111111111,0.5763888888888888,8.948055555555555,0.0,0.0,17.0,0,0,1,0,0,0,0
310,Sleep,4.0,0.25416666666666665,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,23.949166666666667,7.788333333333333,8.056666666666667,5.273611111111111,0.8305555555555556,9.202222222222222,0.0,0.0,17.25,0,0,1,0,0,0,0
311,Sleep,3.0,17.534166666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.483333333333334,25.3225,25.590833333333332,17.534166666666668,18.364722222222223,26.73638888888889,0.0,0.0,10.8,0,0,0,1,0,0,0
312,Sleep,3.0,3.6997222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.183055555555555,29.022222222222222,29.290555555555557,3.6997222222222224,22.064444444444444,30.43611111111111,0.0,0.0,14.5,0,0,0,1,0,0,0
313,Sleep,5.0,1.6269444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.81,30.649166666666666,30.9175,1.6269444444444445,23.691388888888888,32.06305555555556,0.0,0.0,16.116666666666667,0,0,0,1,0,0,0
314,Sleep,5.0,2.547222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.35722222222222,33.19638888888889,33.46472222222222,2.547222222222222,26.238611111111112,34.610277777777775,0.0,0.0,18.666666666666668,0,0,0,1,0,0,0
315,Drink,5.0,2.529166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.88638888888889,35.72555555555556,35.99388888888889,5.076388888888889,28.191388888888888,37.13944444444444,0.0,0.0,21.2,0,0,0,1,0,0,0
316,Poop,4.5,0.09666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.98305555555555,35.82222222222222,28.385,5.173055555555556,28.288055555555555,37.236111111111114,0.0,0.0,21.3,0,0,0,1,0,0,0
317,Drink,4.0,0.4597222222222222,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.44277777777778,36.28194444444444,28.844722222222224,5.632777777777778,0.5563888888888889,37.69583333333333,0.0,0.0,21.75,0,0,0,1,0,0,0
318,Pee,3.0,9.406944444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.75,45.68888888888889,38.251666666666665,15.039722222222222,9.963333333333333,47.102777777777774,0.0,0.0,7.166666666666667,0,1,0,0,0,0,0
319,Poop,4.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.78333333333333,45.72222222222222,9.9,15.073055555555555,9.996666666666666,47.13611111111111,0.0,0.0,7.2,0,1,0,0,0,0,0
320,Exercise,4.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,48.083333333333336,38.979166666666664,10.2,15.373055555555556,10.296666666666667,47.43611111111111,0.0,0.0,7.5,0,1,0,0,0,0,0
321,Exercise,4.0,0.4280555555555556,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,48.51138888888889,0.4280555555555556,10.628055555555555,15.801111111111112,10.724722222222223,47.86416666666667,0.0,0.0,7.916666666666667,0,1,0,0,0,0,0
322,Drink,4.25,1.7475,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,50.25888888888889,2.1755555555555555,12.375555555555556,17.54861111111111,11.915833333333333,49.611666666666665,0.0,0.0,9.666666666666666,0,1,0,0,0,0,0
323,Eat,4.2,0.4008333333333333,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,50.65972222222222,2.576388888888889,12.776388888888889,17.949444444444445,12.316666666666666,42.553333333333335,0.0,0.0,10.066666666666666,0,1,0,0,0,0,0
324,Drink,4.166666666666667,0.019166666666666665,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,50.67888888888889,2.5955555555555554,12.795555555555556,17.968611111111112,0.42,42.5725,0.0,0.0,10.083333333333334,0,1,0,0,0,0,0
325,Sleep,4.2,0.38972222222222225,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,51.06861111111111,2.9852777777777777,13.185277777777777,15.811111111111112,0.8097222222222222,42.96222222222222,0.0,0.0,10.483333333333333,0,1,0,0,0,0,0
326,Eat,4.0,2.8536111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.922222222222224,5.838888888888889,16.038888888888888,18.664722222222224,3.6633333333333336,3.2625,0.0,0.0,13.333333333333334,0,1,0,0,0,0,0
327,Drink,3.0,6.0313888888888885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.95361111111111,11.870277777777778,22.07027777777778,24.69611111111111,9.274722222222222,9.293888888888889,0.0,0.0,19.366666666666667,0,1,0,0,0,0,0
328,Pee,3.0,12.046388888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,23.916666666666668,34.11666666666667,36.7425,21.32111111111111,21.34027777777778,0.0,0.0,7.416666666666667,0,0,0,0,0,1,0
329,Poop,5.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.283333333333335,23.95,24.25,36.77583333333333,21.354444444444443,21.37361111111111,0.0,0.0,7.45,0,0,0,0,0,1,0
330,Eat,5.0,0.4533333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.736666666666668,24.403333333333332,24.703333333333333,37.229166666666664,21.807777777777776,18.564444444444444,0.0,0.0,7.9,0,0,0,0,0,1,0
331,Sleep,4.666666666666667,0.43,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,25.166666666666668,24.833333333333332,25.133333333333333,21.848055555555554,22.23777777777778,18.994444444444444,0.0,0.0,8.333333333333334,0,0,0,0,0,1,0
332,Poop,5.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.916666666666668,27.583333333333332,3.6333333333333333,24.598055555555554,24.98777777777778,21.744444444444444,0.0,0.0,11.083333333333334,0,0,0,0,0,1,0
333,Drink,5.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,27.666666666666668,3.716666666666667,24.68138888888889,15.796388888888888,21.82777777777778,0.0,0.0,11.166666666666666,0,0,0,0,0,1,0
334,Exercise,4.666666666666667,0.12666666666666668,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28.126666666666665,27.365277777777777,3.8433333333333333,24.808055555555555,15.923055555555555,21.954444444444444,0.0,0.0,11.283333333333333,0,0,0,0,0,1,0
335,Sleep,4.333333333333333,1.0205555555555557,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.147222222222222,28.385833333333334,4.863888888888889,3.9805555555555556,16.94361111111111,22.975,0.0,0.0,12.3,0,0,0,0,0,1,0
336,Eat,4.0,0.36944444444444446,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,29.516666666666666,28.755277777777778,5.233333333333333,4.35,17.313055555555554,4.78,0.0,0.0,12.683333333333334,0,0,0,0,0,1,0
337,Sleep,4.0,0.4,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,29.916666666666668,29.155277777777776,5.633333333333334,0.7694444444444445,17.713055555555556,5.18,0.0,0.0,13.083333333333334,0,0,0,0,0,1,0
338,Drink,4.0,1.1083333333333334,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,31.025,30.26361111111111,6.741666666666666,1.8777777777777778,3.025,6.288333333333333,0.0,0.0,14.183333333333334,0,0,0,0,0,1,0
339,Exercise,4.25,0.14444444444444443,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,31.169444444444444,3.042777777777778,6.886111111111111,2.022222222222222,3.1694444444444443,6.432777777777778,0.0,0.0,14.333333333333334,0,0,0,0,0,1,0
340,Drink,4.4,0.4666666666666667,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,31.636111111111113,3.5094444444444446,7.352777777777778,2.488888888888889,0.6111111111111112,6.899444444444445,0.0,0.0,14.8,0,0,0,0,0,1,0
341,Exercise,4.333333333333333,0.04527777777777778,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,31.68138888888889,0.5119444444444444,7.398055555555556,2.5341666666666667,0.6563888888888889,6.9447222222222225,0.0,0.0,14.833333333333334,0,0,0,0,0,1,0
342,Sleep,4.428571428571429,0.11055555555555556,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,31.791944444444443,0.6225,7.508611111111111,1.8752777777777778,0.7669444444444444,7.0552777777777775,0.0,0.0,14.95,0,0,0,0,0,1,0
343,Exercise,4.833333333333333,0.9658333333333333,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,32.757777777777775,1.0763888888888888,8.474444444444444,2.841111111111111,1.7327777777777778,8.02111111111111,0.0,0.0,15.916666666666666,0,0,0,0,0,1,0
344,Pee,4.833333333333333,0.7588888888888888,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,9.266666666666667,1.8352777777777778,9.233333333333333,3.6,2.4916666666666667,8.78,0.0,0.0,16.683333333333334,0,0,0,0,0,1,0
345,Drink,4.571428571428571,0.07194444444444445,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,9.338611111111112,1.9072222222222222,9.305277777777778,3.6719444444444442,1.9525,8.851944444444445,0.0,0.0,16.75,0,0,0,0,0,1,0
346,Eat,4.0,1.123888888888889,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.4625,3.031111111111111,10.429166666666667,4.795833333333333,3.076388888888889,5.195833333333334,0.0,0.0,17.866666666666667,0,0,0,0,0,1,0
347,Sleep,3.25,0.465,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.9275,3.496111111111111,10.894166666666667,3.3855555555555554,3.5413888888888887,5.660833333333334,0.0,0.0,18.333333333333332,0,0,0,0,0,1,0
348,Drink,3.4,0.5497222222222222,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,11.477222222222222,4.045833333333333,11.443888888888889,3.935277777777778,2.138611111111111,6.210555555555556,0.0,0.0,18.883333333333333,0,0,0,0,0,1,0
349,Drink,3.4,0.6080555555555556,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.085277777777778,4.653888888888889,12.051944444444445,4.543333333333333,0.6080555555555556,6.818611111111111,0.0,0.0,19.5,0,0,0,0,0,1,0
350,Sleep,3.5,0.06416666666666666,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.149444444444445,4.718055555555556,12.116111111111111,1.2219444444444445,0.6722222222222223,6.882777777777778,0.0,0.0,19.55,0,0,0,0,0,1,0
351,Pee,3.0,12.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.947777777777778,16.783055555555556,24.18111111111111,13.286944444444444,12.737222222222222,18.947777777777777,0.0,0.0,7.616666666666667,0,0,0,0,0,0,1
352,Poop,5.0,0.014444444444444444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.962222222222222,16.7975,20.56222222222222,13.301388888888889,12.751666666666667,18.962222222222223,0.0,0.0,7.633333333333333,0,0,0,0,0,0,1
353,Eat,5.0,0.4597222222222222,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.421944444444444,17.25722222222222,21.021944444444443,13.761111111111111,13.211388888888889,14.226111111111111,0.0,0.0,8.1,0,0,0,0,0,0,1
354,Drink,4.666666666666667,1.7780555555555555,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,17.2,19.03527777777778,22.8,15.539166666666667,14.381388888888889,16.004166666666666,0.0,0.0,9.883333333333333,0,0,0,0,0,0,1
355,Poop,4.75,0.0475,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,17.2475,19.08277777777778,2.285277777777778,15.586666666666666,14.428888888888888,16.051666666666666,0.0,0.0,9.916666666666666,0,0,0,0,0,0,1
356,Exercise,4.8,0.007222222222222222,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,17.254722222222224,18.01361111111111,2.2925,15.59388888888889,14.436111111111112,16.058888888888887,0.0,0.0,9.933333333333334,0,0,0,0,0,0,1
357,Sleep,4.666666666666667,0.2602777777777778,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,17.515,18.273888888888887,2.5527777777777776,14.632222222222222,14.696388888888889,16.319166666666668,0.0,0.0,10.183333333333334,0,0,0,0,0,0,1
358,Pee,4.75,1.2183333333333333,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.7855555555555553,19.49222222222222,3.7711111111111113,15.850555555555555,15.914722222222222,17.5375,0.0,0.0,11.416666666666666,0,0,0,0,0,0,1
359,Eat,4.8,1.3333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.118888888888889,20.825555555555557,5.104444444444445,17.183888888888887,17.248055555555556,4.644722222222223,0.0,0.0,12.75,0,0,0,0,0,0,1
360,Sleep,5.0,0.4761111111111111,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.595,21.301666666666666,5.580555555555556,3.0277777777777777,17.724166666666665,5.120833333333334,0.0,0.0,13.216666666666667,0,0,0,0,0,0,1
361,Exercise,4.0,2.1144444444444446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.709444444444444,5.4025,7.695,5.142222222222222,19.83861111111111,7.235277777777778,0.0,0.0,15.333333333333334,0,0,0,0,0,0,1
362,Sleep,3.5,0.8505555555555555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.56,6.253055555555555,8.545555555555556,2.965,20.689166666666665,8.085833333333333,0.0,0.0,16.183333333333334,0,0,0,0,0,0,1
363,Poop,4.0,2.3088888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.86888888888889,8.561944444444444,8.569166666666666,5.273888888888889,22.998055555555556,10.394722222222223,0.0,0.0,18.5,0,0,0,0,0,0,1
364,Sleep,3.0,3.3544444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.223333333333333,11.91638888888889,11.92361111111111,5.663333333333333,26.3525,13.749166666666667,0.0,0.0,21.85,0,0,0,0,0,0,1
365,Pee,3.0,9.392222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.83,21.308611111111112,21.315833333333334,15.055555555555555,35.74472222222222,23.14138888888889,0.0,0.0,7.233333333333333,0,0,0,0,1,0,0
366,Eat,5.0,0.49916666666666665,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.329166666666666,21.807777777777776,21.815,15.554722222222223,36.24388888888889,18.995833333333334,0.0,0.0,7.733333333333333,0,0,0,0,1,0,0
367,Poop,4.5,0.3875,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.716666666666665,22.19527777777778,13.633333333333333,15.942222222222222,36.631388888888885,19.383333333333333,0.0,0.0,8.133333333333333,0,0,0,0,1,0,0
368,Exercise,4.333333333333333,0.22194444444444444,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20.93861111111111,17.014722222222222,13.855277777777777,16.164166666666667,36.85333333333333,19.60527777777778,0.0,0.0,8.35,0,0,0,0,1,0,0
369,Exercise,4.5,0.9130555555555555,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,21.851666666666667,0.9130555555555555,14.768333333333333,17.077222222222222,37.76638888888889,20.518333333333334,0.0,0.0,9.266666666666667,0,0,0,0,1,0,0
370,Drink,4.2,0.9088888888888889,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,22.760555555555555,1.8219444444444444,15.677222222222222,17.98611111111111,24.29388888888889,21.427222222222223,0.0,0.0,10.166666666666666,0,0,0,0,1,0,0
371,Sleep,4.0,0.10611111111111111,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,22.866666666666667,1.9280555555555556,15.783333333333333,12.428888888888888,24.4,21.533333333333335,0.0,0.0,10.283333333333333,0,0,0,0,1,0,0
372,Sleep,4.0,0.05,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,22.916666666666668,1.9780555555555555,15.833333333333334,0.05,24.45,21.583333333333332,0.0,0.0,10.333333333333334,0,0,0,0,1,0,0
373,Sleep,3.6666666666666665,2.024722222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.941388888888888,4.002777777777778,17.858055555555556,2.024722222222222,26.474722222222223,23.608055555555556,0.0,0.0,12.35,0,0,0,0,1,0,0
374,Sleep,4.0,0.28583333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,25.227222222222224,4.288611111111111,18.14388888888889,0.28583333333333333,26.760555555555555,23.89388888888889,0.0,0.0,12.633333333333333,0,0,0,0,1,0,0
375,Poop,5.0,0.8561111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.083333333333332,5.144722222222223,5.366666666666666,1.1419444444444444,27.616666666666667,24.75,0.0,0.0,13.5,0,0,0,0,1,0,0
376,Pee,5.0,0.18333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.4366666666666665,5.328055555555555,5.55,1.3252777777777778,27.8,24.933333333333334,0.0,0.0,13.683333333333334,0,0,0,0,1,0,0
377,Eat,5.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,6.453333333333333,5.344722222222222,5.566666666666666,1.3419444444444444,27.816666666666666,5.954166666666667,0.0,0.0,13.7,0,0,0,0,1,0,0
378,Drink,4.8,1.3291666666666666,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,7.7825,6.6738888888888885,6.895833333333333,2.671111111111111,4.851944444444444,7.283333333333333,0.0,0.0,15.016666666666667,0,0,0,0,1,0,0
379,Drink,4.666666666666667,0.2011111111111111,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,7.983611111111111,6.875,7.0969444444444445,2.8722222222222222,0.2011111111111111,7.484444444444445,0.0,0.0,15.216666666666667,0,0,0,0,1,0,0
380,Exercise,4.714285714285714,0.005,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,7.988611111111111,5.966944444444445,7.101944444444444,2.877222222222222,0.2061111111111111,7.489444444444445,0.0,0.0,15.233333333333333,0,0,0,0,1,0,0
381,Drink,4.75,0.11777777777777777,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,8.106388888888889,6.084722222222222,7.219722222222222,2.995,0.12277777777777778,7.607222222222222,0.0,0.0,15.35,0,0,0,0,1,0,0
382,Poop,4.714285714285714,1.0172222222222222,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9.123611111111112,7.101944444444444,2.870277777777778,4.012222222222222,1.14,8.624444444444444,0.0,0.0,16.366666666666667,0,0,0,0,1,0,0
383,Sleep,4.571428571428571,0.21305555555555555,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9.336666666666666,7.315,3.0833333333333335,3.9394444444444443,1.3530555555555555,8.8375,0.0,0.0,16.583333333333332,0,0,0,0,1,0,0
384,Exercise,4.666666666666667,1.0772222222222223,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,10.41388888888889,2.4252777777777776,4.160555555555556,5.016666666666667,2.430277777777778,9.914722222222222,0.0,0.0,17.65,0,0,0,0,1,0,0
385,Pee,4.666666666666667,0.4363888888888889,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.413611111111111,2.861666666666667,4.5969444444444445,5.453055555555555,2.8666666666666667,10.351111111111111,0.0,0.0,18.083333333333332,0,0,0,0,1,0,0
386,Eat,4.571428571428571,0.07611111111111112,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,4.489722222222222,2.937777777777778,4.673055555555556,5.529166666666667,2.9427777777777777,4.473055555555556,0.0,0.0,18.166666666666668,0,0,0,0,1,0,0
387,Drink,4.25,1.4102777777777777,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.9,4.348055555555556,6.083333333333333,6.939444444444445,4.230277777777777,5.883333333333334,0.0,0.0,19.583333333333332,0,0,0,0,1,0,0
388,Sleep,4.0,0.7891666666666667,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.689166666666667,5.137222222222222,6.8725,3.7891666666666666,5.019444444444445,6.6725,0.0,0.0,20.366666666666667,0,0,0,0,1,0,0
389,Poop,4.0,1.4608333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.15,6.598055555555556,5.463055555555556,5.25,6.480277777777777,8.133333333333333,0.0,0.0,21.833333333333332,0,0,0,0,1,0,0
390,Pee,3.0,9.508333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.244722222222222,16.10638888888889,14.971388888888889,14.758333333333333,15.988611111111112,17.641666666666666,0.0,0.0,7.333333333333333,1,0,0,0,0,0,0
391,Poop,5.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.24638888888889,16.108055555555556,9.51,14.76,15.990277777777777,17.643333333333334,0.0,0.0,7.333333333333333,1,0,0,0,0,0,0
392,Poop,5.0,1.2658333333333334,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.512222222222222,17.37388888888889,1.2658333333333334,16.025833333333335,17.25611111111111,18.909166666666668,0.0,0.0,8.6,1,0,0,0,0,0,0
393,Drink,4.666666666666667,0.7575,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,15.269722222222223,18.13138888888889,2.0233333333333334,16.783333333333335,13.783333333333333,19.666666666666668,0.0,0.0,9.366666666666667,1,0,0,0,0,0,0
394,Pee,4.5,0.325,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.35,18.45638888888889,2.348333333333333,17.108333333333334,14.108333333333333,19.991666666666667,0.0,0.0,9.683333333333334,1,0,0,0,0,0,0
395,Exercise,4.4,0.09222222222222222,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.442222222222222,16.123333333333335,2.4405555555555556,17.200555555555557,14.200555555555555,20.08388888888889,0.0,0.0,9.783333333333333,1,0,0,0,0,0,0
396,Sleep,4.166666666666667,0.2025,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.644722222222222,16.325833333333332,2.6430555555555557,13.613888888888889,14.403055555555556,20.28638888888889,0.0,0.0,9.983333333333333,1,0,0,0,0,0,0
397,Drink,4.142857142857143,0.3388888888888889,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.983611111111111,16.664722222222224,2.9819444444444443,13.952777777777778,0.9586111111111111,20.62527777777778,0.0,0.0,10.316666666666666,1,0,0,0,0,0,0
398,Exercise,3.8333333333333335,0.0325,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.016111111111111,0.5738888888888889,3.0144444444444445,13.985277777777778,0.9911111111111112,20.657777777777778,0.0,0.0,10.35,1,0,0,0,0,0,0
399,Sleep,3.857142857142857,0.3088888888888889,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,3.325,0.8827777777777778,3.3233333333333333,0.6802777777777778,1.3,20.966666666666665,0.0,0.0,10.666666666666666,1,0,0,0,0,0,0
400,Sleep,4.0,1.2986111111111112,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,4.623611111111111,2.181388888888889,4.621944444444445,1.2986111111111112,2.598611111111111,22.26527777777778,0.0,0.0,11.95,1,0,0,0,0,0,0
401,Drink,4.0,0.3269444444444444,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,4.950555555555556,2.5083333333333333,4.948888888888889,1.6255555555555556,1.9669444444444444,22.592222222222222,0.0,0.0,12.283333333333333,1,0,0,0,0,0,0
402,Exercise,4.0,0.015,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,4.9655555555555555,1.9494444444444445,4.963888888888889,1.6405555555555555,1.9819444444444445,22.607222222222223,0.0,0.0,12.3,1,0,0,0,0,0,0
403,Exercise,4.111111111111111,0.10472222222222222,0.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,5.070277777777778,0.10472222222222222,5.068611111111111,1.7452777777777777,2.0866666666666664,22.711944444444445,0.0,0.0,12.4,1,0,0,0,0,0,0
404,Drink,4.0,0.23472222222222222,0.0,2.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,5.305,0.33944444444444444,5.303333333333334,1.98,0.35444444444444445,22.946666666666665,0.0,0.0,12.633333333333333,1,0,0,0,0,0,0
405,Pee,4.0,0.35333333333333333,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.308333333333333,0.6927777777777778,5.656666666666666,2.3333333333333335,0.7077777777777777,23.3,0.0,0.0,13.0,1,0,0,0,0,0,0
406,Exercise,3.857142857142857,0.36666666666666664,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,3.675,0.9547222222222222,6.023333333333333,2.7,1.0744444444444445,23.666666666666668,0.0,0.0,13.366666666666667,1,0,0,0,0,0,0
407,Sleep,3.857142857142857,0.41194444444444445,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,4.086944444444445,1.3666666666666667,6.435277777777777,1.8133333333333332,1.486388888888889,24.078611111111112,0.0,0.0,13.766666666666667,1,0,0,0,0,0,0
408,Drink,4.0,0.5547222222222222,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,4.641666666666667,1.9213888888888888,6.99,2.3680555555555554,1.6866666666666668,24.633333333333333,0.0,0.0,14.333333333333334,1,0,0,0,0,0,0
409,Drink,3.888888888888889,0.4666666666666667,0.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,5.108333333333333,2.3880555555555554,7.456666666666667,2.834722222222222,0.4666666666666667,25.1,0.0,0.0,14.8,1,0,0,0,0,0,0
410,Sleep,3.8,0.03333333333333333,0.0,4.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,5.141666666666667,2.421388888888889,7.49,1.0547222222222221,0.5,25.133333333333333,0.0,0.0,14.833333333333334,1,0,0,0,0,0,0
